Date,Ip Region,New Device,R2,R3,R4,R5,R6,R7,R14,R30,R7/R2,R30/R14,R14/R7,R7/R3,R3/R2,,Date: 2025-02-01 -- 2026-04-08
2025-02-01,BR,1961,38.86%,21.67%,16.01%,12.90%,9.94%,9.08%,4.69%,2.65%,23.36%,56.52%,51.69%,41.88%,55.77%,,"Ip Region: VN,TH,BR,MX,ID"
2025-02-05,BR,1067,37.02%,24.55%,19.03%,15.28%,12.93%,10.31%,4.31%,1.78%,27.85%,41.30%,41.82%,41.98%,66.33%
2025-02-05,ID,1870,40.70%,28.56%,23.58%,18.24%,15.35%,13.96%,8.07%,3.96%,34.30%,49.01%,57.85%,48.88%,70.17%
2025-02-05,MX,393,32.06%,21.37%,16.03%,13.99%,13.74%,9.67%,6.87%,3.56%,30.16%,51.85%,71.05%,45.24%,66.67%
2025-02-05,TH,2514,51.11%,32.82%,24.38%,18.22%,15.55%,13.44%,5.89%,2.27%,26.30%,38.51%,43.79%,40.97%,64.20%
2025-02-05,VN,1138,42.79%,26.36%,21.18%,15.47%,11.34%,10.72%,5.01%,2.20%,25.05%,43.86%,46.72%,40.67%,61.60%
2025-02-06,BR,1029,34.79%,23.71%,17.98%,12.63%,9.52%,7.68%,3.60%,2.53%,22.07%,70.27%,46.84%,32.38%,68.16%
2025-02-06,ID,1963,41.57%,29.55%,22.77%,19.26%,16.76%,15.49%,8.81%,4.64%,37.25%,52.60%,56.91%,52.41%,71.08%
2025-02-06,MX,339,35.40%,24.19%,16.81%,15.34%,13.57%,12.09%,6.19%,3.54%,34.17%,57.14%,51.22%,50.00%,68.33%
2025-02-06,TH,2457,50.26%,32.93%,23.81%,19.50%,16.97%,13.23%,4.97%,2.65%,26.32%,53.28%,37.54%,40.17%,65.51%
2025-02-06,VN,1206,41.96%,27.94%,18.24%,12.11%,11.28%,8.13%,3.98%,2.16%,19.37%,54.17%,48.98%,29.08%,66.60%
2025-02-07,BR,982,40.43%,25.46%,17.41%,13.14%,11.20%,9.47%,4.89%,2.85%,23.43%,58.33%,51.61%,37.20%,62.97%
2025-02-07,ID,2203,44.58%,30.14%,23.65%,19.34%,15.80%,15.16%,8.26%,4.90%,34.01%,59.34%,54.49%,50.30%,67.62%
2025-02-07,MX,336,32.14%,21.73%,18.15%,13.99%,14.29%,13.39%,8.63%,8.04%,41.67%,93.10%,64.44%,61.64%,67.59%
2025-02-07,TH,2343,49.81%,31.03%,24.46%,18.95%,14.81%,13.02%,4.87%,2.73%,26.14%,56.14%,37.38%,41.95%,62.30%
2025-02-07,VN,1196,38.96%,25.17%,15.05%,12.54%,9.95%,9.36%,4.26%,2.59%,24.03%,60.78%,45.54%,37.21%,64.59%
2025-02-08,BR,3306,34.60%,17.57%,12.86%,9.65%,8.11%,7.47%,3.39%,1.66%,21.59%,49.11%,45.34%,42.51%,50.79%
2025-02-08,ID,2284,42.73%,25.92%,20.10%,16.51%,15.50%,14.49%,7.31%,4.38%,33.91%,59.88%,50.45%,55.91%,60.66%
2025-02-08,MX,1785,39.22%,21.85%,16.69%,12.66%,11.15%,9.41%,3.31%,1.90%,24.00%,57.63%,35.12%,43.08%,55.71%
2025-02-08,TH,2968,48.62%,28.61%,20.62%,17.01%,10.68%,9.94%,4.21%,2.43%,20.44%,57.60%,42.37%,34.75%,58.84%
2025-02-08,VN,1178,38.54%,19.78%,15.96%,12.22%,10.02%,10.10%,3.99%,2.72%,26.21%,68.09%,39.50%,51.07%,51.32%
2025-02-09,BR,4711,30.46%,18.45%,13.59%,10.76%,9.59%,9.30%,3.95%,1.32%,30.52%,33.33%,42.47%,50.40%,60.56%
2025-02-09,ID,2351,38.49%,25.18%,20.46%,15.87%,14.67%,13.91%,7.40%,4.08%,36.13%,55.17%,53.21%,55.24%,65.41%
2025-02-09,MX,2342,31.73%,19.68%,14.30%,11.27%,10.08%,10.08%,4.36%,1.41%,31.76%,32.35%,43.22%,51.19%,62.05%
2025-02-09,TH,2863,44.95%,30.70%,23.89%,15.16%,12.09%,11.91%,4.54%,1.89%,26.50%,41.54%,38.12%,38.79%,68.30%
2025-02-09,VN,1220,32.46%,21.23%,17.46%,13.03%,11.48%,11.15%,5.41%,1.89%,34.34%,34.85%,48.53%,52.51%,65.40%
2025-02-10,BR,4094,34.56%,21.10%,15.46%,11.75%,10.41%,8.43%,3.37%,1.20%,24.38%,35.51%,40.00%,39.93%,61.06%
2025-02-10,ID,1681,45.39%,29.80%,24.15%,21.18%,17.19%,14.40%,8.69%,4.88%,31.72%,56.16%,60.33%,48.30%,65.66%
2025-02-10,MX,2063,36.60%,22.49%,17.50%,11.49%,10.57%,9.31%,4.65%,1.65%,25.43%,35.42%,50.00%,41.38%,61.46%
2025-02-10,TH,2075,50.22%,31.18%,24.43%,19.42%,14.41%,11.08%,4.39%,2.55%,22.07%,58.24%,39.57%,35.55%,62.09%
2025-02-10,VN,873,44.33%,26.46%,19.82%,15.12%,12.26%,9.28%,4.47%,1.72%,20.93%,38.46%,48.15%,35.06%,59.69%
2025-02-11,BR,4090,33.30%,20.39%,14.25%,11.76%,9.29%,6.89%,2.86%,1.00%,20.70%,35.04%,41.49%,33.81%,61.23%
2025-02-11,ID,1641,43.81%,29.07%,23.28%,17.92%,14.93%,13.65%,7.31%,4.20%,31.15%,57.50%,53.57%,46.96%,66.34%
2025-02-11,MX,1813,36.24%,22.56%,16.38%,13.51%,11.36%,8.77%,3.70%,1.77%,24.20%,47.76%,42.14%,38.88%,62.25%
2025-02-11,TH,2247,47.80%,33.02%,24.48%,18.34%,13.93%,13.13%,4.90%,2.63%,27.47%,53.64%,37.29%,39.76%,69.09%
2025-02-11,VN,1002,42.12%,26.65%,20.06%,17.76%,12.87%,9.58%,5.19%,2.40%,22.75%,46.15%,54.17%,35.96%,63.27%
2025-02-12,BR,4476,36.19%,21.89%,16.82%,12.42%,9.12%,7.13%,2.93%,1.07%,19.69%,36.64%,41.07%,32.55%,60.49%
2025-02-12,ID,1580,40.76%,28.23%,22.97%,18.04%,15.38%,14.37%,8.80%,5.19%,35.25%,58.99%,61.23%,50.90%,69.25%
2025-02-12,MX,2096,35.73%,21.18%,15.60%,10.50%,8.97%,7.40%,3.63%,1.62%,20.69%,44.74%,49.03%,34.91%,59.28%
2025-02-12,TH,2355,41.91%,28.24%,23.48%,16.22%,11.51%,8.92%,3.91%,1.66%,21.28%,42.39%,43.81%,31.58%,67.38%
2025-02-12,VN,1037,41.56%,28.45%,19.67%,14.37%,9.55%,7.91%,3.86%,2.22%,19.03%,57.50%,48.78%,27.80%,68.45%
2025-02-13,BR,4538,35.70%,21.84%,14.68%,10.14%,8.20%,6.50%,2.47%,1.30%,18.21%,52.68%,37.97%,29.77%,61.17%
2025-02-13,ID,1600,42.69%,29.00%,22.00%,17.56%,15.31%,13.75%,8.62%,5.06%,32.21%,58.70%,62.73%,47.41%,67.94%
2025-02-13,MX,2208,36.23%,22.33%,16.21%,11.32%,8.33%,7.52%,3.08%,1.81%,20.75%,58.82%,40.96%,33.67%,61.62%
2025-02-13,TH,1807,49.64%,29.61%,21.20%,16.55%,14.72%,11.84%,3.98%,1.77%,23.86%,44.44%,33.64%,40.00%,59.64%
2025-02-13,VN,1058,45.37%,31.38%,19.75%,13.52%,10.49%,10.49%,4.35%,1.89%,23.12%,43.48%,41.44%,33.43%,69.17%
2025-02-14,BR,4637,37.18%,21.65%,13.44%,9.73%,8.00%,6.34%,2.35%,1.49%,17.05%,63.30%,37.07%,29.28%,58.24%
2025-02-14,ID,1701,42.74%,26.63%,20.28%,18.58%,14.76%,13.87%,9.17%,4.70%,32.46%,51.28%,66.10%,52.10%,62.31%
2025-02-14,MX,1994,35.41%,22.52%,13.69%,11.84%,8.58%,6.92%,2.41%,2.06%,19.55%,85.42%,34.78%,30.73%,63.60%
2025-02-14,TH,1704,47.54%,27.82%,21.19%,17.49%,13.15%,10.68%,4.17%,2.46%,22.47%,59.15%,39.01%,38.40%,58.52%
2025-02-14,VN,1116,46.68%,25.81%,17.92%,13.80%,10.22%,9.50%,2.96%,2.33%,20.35%,78.79%,31.13%,36.81%,55.28%
2025-02-15,BR,5740,35.96%,16.66%,11.66%,8.48%,6.86%,6.29%,1.85%,1.03%,17.49%,55.66%,29.36%,37.76%,46.32%
2025-02-15,ID,1962,42.41%,24.67%,19.93%,16.21%,14.42%,13.91%,8.05%,5.61%,32.81%,69.62%,57.88%,56.40%,58.17%
2025-02-15,MX,2451,35.82%,18.56%,12.85%,10.73%,9.59%,7.92%,3.39%,2.24%,22.10%,66.27%,42.78%,42.64%,51.82%
2025-02-15,TH,2175,47.31%,26.16%,18.30%,13.70%,11.77%,10.76%,2.85%,3.13%,22.74%,109.68%,26.50%,41.12%,55.30%
2025-02-15,VN,1337,43.68%,22.21%,16.23%,12.27%,10.47%,9.80%,3.74%,2.69%,22.43%,72.00%,38.17%,44.11%,50.86%
2025-02-16,BR,5715,30.06%,18.37%,13.40%,10.17%,8.57%,9.29%,3.48%,1.01%,30.91%,29.15%,37.48%,50.57%,61.12%
2025-02-16,ID,2009,35.94%,25.04%,19.96%,17.77%,16.03%,14.88%,7.96%,4.18%,41.41%,52.50%,53.51%,59.44%,69.67%
2025-02-16,MX,2376,32.41%,19.82%,14.52%,12.37%,9.47%,9.30%,3.91%,1.94%,28.70%,49.46%,42.08%,46.92%,61.17%
2025-02-16,TH,2010,42.74%,27.11%,18.96%,14.48%,13.53%,13.33%,4.78%,1.94%,31.20%,40.62%,35.82%,49.17%,63.45%
2025-02-16,VN,1144,34.44%,24.30%,17.22%,12.41%,10.23%,10.23%,5.16%,1.40%,29.70%,27.12%,50.43%,42.09%,70.56%
2025-02-17,BR,1582,33.19%,20.48%,15.30%,12.90%,9.48%,9.23%,4.55%,1.52%,27.81%,33.33%,49.32%,45.06%,61.71%
2025-02-17,ID,1461,43.05%,29.16%,22.93%,18.41%,15.67%,13.14%,7.53%,3.83%,30.52%,50.91%,57.29%,45.07%,67.73%
2025-02-17,MX,735,34.97%,21.63%,18.50%,14.83%,11.02%,9.80%,3.81%,2.72%,28.02%,71.43%,38.89%,45.28%,61.87%
2025-02-17,TH,1546,51.29%,31.89%,22.45%,18.82%,14.62%,11.97%,4.59%,2.46%,23.33%,53.52%,38.38%,37.53%,62.17%
2025-02-17,VN,824,47.21%,31.07%,21.12%,14.93%,11.53%,12.26%,4.98%,2.43%,25.96%,48.78%,40.59%,39.45%,65.81%
2025-02-18,BR,1024,34.18%,21.78%,14.45%,14.94%,11.72%,8.69%,3.91%,1.46%,25.43%,37.50%,44.94%,39.91%,63.71%
2025-02-18,ID,1422,41.35%,28.83%,22.15%,19.83%,16.39%,15.33%,8.23%,4.71%,37.07%,57.26%,53.67%,53.17%,69.73%
2025-02-18,MX,406,41.87%,24.38%,17.00%,16.75%,15.02%,12.07%,6.65%,3.69%,28.82%,55.56%,55.10%,49.49%,58.24%
2025-02-18,TH,1577,48.76%,30.18%,20.61%,18.07%,12.49%,10.21%,3.93%,2.73%,20.94%,69.35%,38.51%,33.82%,61.90%
2025-02-18,VN,1003,42.07%,26.12%,19.44%,15.85%,13.06%,9.97%,3.39%,2.19%,23.70%,64.71%,34.00%,38.17%,62.09%
2025-02-19,BR,963,37.28%,24.51%,19.83%,17.34%,13.50%,11.42%,5.09%,1.87%,30.64%,36.73%,44.55%,46.61%,65.74%
2025-02-19,ID,1461,41.96%,28.06%,21.77%,17.86%,14.92%,12.46%,6.71%,5.00%,29.69%,74.49%,53.85%,44.39%,66.88%
2025-02-19,MX,368,35.05%,21.47%,20.38%,15.49%,11.96%,11.14%,6.25%,2.72%,31.78%,43.48%,56.10%,51.90%,61.24%
2025-02-19,TH,1528,48.43%,30.37%,22.19%,16.62%,14.27%,13.02%,4.32%,2.81%,26.89%,65.15%,33.17%,42.89%,62.70%
2025-02-19,VN,1038,44.41%,26.49%,20.81%,15.90%,11.56%,9.25%,4.24%,3.18%,20.82%,75.00%,45.83%,34.91%,59.65%
2025-02-20,BR,911,37.10%,23.49%,19.10%,14.27%,10.98%,10.21%,5.38%,2.41%,27.51%,44.90%,52.69%,43.46%,63.31%
2025-02-20,ID,1511,42.29%,28.66%,21.64%,17.41%,14.69%,14.30%,7.15%,4.77%,33.80%,66.67%,50.00%,49.88%,67.76%
2025-02-20,MX,372,36.56%,21.51%,16.67%,13.17%,12.10%,9.41%,3.76%,2.42%,25.74%,64.29%,40.00%,43.75%,58.82%
2025-02-20,TH,1539,44.70%,27.75%,20.40%,15.98%,12.54%,11.37%,4.03%,1.88%,25.44%,46.77%,35.43%,40.98%,62.06%
2025-02-20,VN,980,42.96%,29.69%,19.08%,15.10%,10.82%,9.18%,3.98%,1.84%,21.38%,46.15%,43.33%,30.93%,69.12%
2025-02-21,BR,925,35.57%,22.92%,14.59%,12.65%,10.59%,8.00%,3.78%,2.16%,22.49%,57.14%,47.30%,34.91%,64.44%
2025-02-21,ID,1524,44.42%,27.95%,21.98%,21.13%,19.16%,15.29%,8.27%,5.71%,34.42%,69.05%,54.08%,54.69%,62.92%
2025-02-21,MX,390,29.74%,21.79%,18.21%,12.82%,13.33%,8.21%,5.64%,3.85%,27.59%,68.18%,68.75%,37.65%,73.28%
2025-02-21,TH,1434,49.65%,30.89%,21.90%,16.11%,14.30%,11.79%,4.18%,2.86%,23.74%,68.33%,35.50%,38.15%,62.22%
2025-02-21,VN,459,38.56%,28.54%,17.21%,13.73%,11.55%,9.80%,3.05%,1.74%,25.42%,57.14%,31.11%,34.35%,74.01%
2025-02-22,BR,1199,39.12%,23.19%,17.26%,12.43%,10.26%,9.76%,3.17%,2.75%,24.95%,86.84%,32.48%,42.09%,59.28%
2025-02-22,ID,1675,42.09%,26.75%,21.73%,19.46%,16.54%,11.40%,7.70%,4.60%,27.09%,59.69%,67.54%,42.63%,63.55%
2025-02-22,MX,376,41.76%,22.87%,19.95%,16.76%,13.03%,10.90%,7.18%,5.59%,26.11%,77.78%,65.85%,47.67%,54.78%
2025-02-22,TH,1800,45.56%,24.56%,16.56%,12.89%,10.67%,6.61%,3.94%,3.17%,14.51%,80.28%,59.66%,26.92%,53.90%
2025-02-22,VN,353,45.89%,28.05%,24.08%,20.96%,17.56%,15.01%,7.93%,4.25%,32.72%,53.57%,52.83%,53.54%,61.11%
2025-02-23,BR,1238,32.15%,19.71%,14.54%,12.68%,10.50%,11.71%,4.20%,1.29%,36.43%,30.77%,35.86%,59.43%,61.31%
2025-02-23,ID,1670,37.84%,26.11%,20.12%,19.22%,12.69%,13.29%,7.78%,4.55%,35.13%,58.46%,58.56%,50.92%,68.99%
2025-02-23,MX,457,29.98%,21.88%,16.41%,11.60%,13.13%,12.47%,8.53%,4.81%,41.61%,56.41%,68.42%,57.00%,72.99%
2025-02-23,TH,1747,43.50%,29.25%,19.63%,13.91%,9.27%,10.99%,5.78%,2.75%,25.26%,47.52%,52.60%,37.57%,67.24%
2025-02-23,VN,440,37.73%,25.23%,20.00%,16.82%,13.64%,16.59%,7.05%,4.32%,43.98%,61.29%,42.47%,65.77%,66.87%
2025-02-24,BR,724,33.43%,22.65%,17.13%,11.74%,12.57%,10.77%,4.83%,2.76%,32.23%,57.14%,44.87%,47.56%,67.77%
2025-02-24,ID,1238,43.86%,31.99%,25.69%,15.75%,15.02%,14.22%,8.24%,5.41%,32.41%,65.69%,57.95%,44.44%,72.93%
2025-02-24,MX,285,35.09%,26.32%,15.79%,11.93%,11.23%,9.82%,5.96%,4.56%,28.00%,76.47%,60.71%,37.33%,75.00%
2025-02-24,TH,1394,45.77%,31.21%,20.23%,12.27%,11.84%,9.40%,5.38%,3.30%,20.53%,61.33%,57.25%,30.11%,68.18%
2025-02-24,VN,213,45.54%,31.92%,23.94%,16.43%,19.25%,18.31%,4.23%,3.29%,40.21%,77.78%,23.08%,57.35%,70.10%
2025-02-25,BR,790,34.56%,23.42%,14.43%,12.66%,10.25%,8.35%,3.42%,0.63%,24.18%,18.52%,40.91%,35.68%,67.77%
2025-02-25,ID,1315,41.90%,29.28%,15.97%,15.29%,12.78%,11.71%,6.08%,4.11%,27.95%,67.50%,51.95%,40.00%,69.87%
2025-02-25,MX,297,32.32%,18.18%,16.16%,14.48%,15.49%,12.79%,5.72%,3.37%,39.58%,58.82%,44.74%,70.37%,56.25%
2025-02-25,TH,1401,46.82%,30.55%,14.56%,14.56%,10.14%,9.78%,3.93%,2.00%,20.88%,50.91%,40.15%,32.01%,65.24%
2025-02-25,VN,237,47.68%,32.91%,18.57%,17.72%,16.88%,15.19%,6.33%,4.22%,31.86%,66.67%,41.67%,46.15%,69.03%
2025-02-26,BR,684,33.04%,20.32%,16.52%,13.16%,10.82%,8.77%,4.97%,1.75%,26.55%,35.29%,56.67%,43.17%,61.50%
2025-02-26,ID,1494,42.03%,22.02%,21.62%,16.47%,14.26%,11.78%,6.43%,4.35%,28.03%,67.71%,54.55%,53.50%,52.39%
2025-02-26,MX,274,27.01%,19.71%,14.96%,16.06%,12.41%,8.39%,3.65%,3.65%,31.08%,100.00%,43.48%,42.59%,72.97%
2025-02-26,TH,1317,43.96%,22.32%,20.05%,15.72%,12.07%,10.02%,4.40%,2.43%,22.80%,55.17%,43.94%,44.90%,50.78%
2025-02-26,VN,233,45.92%,22.75%,21.46%,18.88%,16.74%,15.02%,6.87%,7.73%,32.71%,112.50%,45.71%,66.04%,49.53%
2025-02-27,BR,715,31.75%,22.52%,18.88%,14.55%,13.29%,12.87%,5.17%,1.82%,40.53%,35.14%,40.22%,57.14%,70.93%
2025-02-27,ID,1788,37.70%,27.35%,20.30%,16.78%,14.09%,11.47%,7.10%,4.70%,30.42%,66.14%,61.95%,41.92%,72.55%
2025-02-27,MX,183,31.15%,28.96%,21.31%,16.39%,14.75%,14.75%,8.20%,6.01%,47.37%,73.33%,55.56%,50.94%,92.98%
2025-02-27,TH,1239,33.74%,26.96%,19.85%,15.25%,10.17%,9.04%,3.95%,1.78%,26.79%,44.90%,43.75%,33.53%,79.90%
2025-02-27,VN,264,38.26%,32.58%,24.24%,20.08%,18.18%,15.53%,7.95%,4.55%,40.59%,57.14%,51.22%,47.67%,85.15%
2025-02-28,BR,789,40.05%,25.98%,19.26%,16.10%,14.07%,10.65%,5.70%,3.30%,26.58%,57.78%,53.57%,40.98%,64.87%
2025-02-28,ID,1424,51.19%,31.04%,23.10%,20.37%,15.45%,13.83%,7.58%,5.41%,27.02%,71.30%,54.82%,44.57%,60.63%
2025-02-28,MX,300,41.67%,25.67%,18.33%,16.33%,15.67%,16.33%,7.33%,4.33%,39.20%,59.09%,44.90%,63.64%,61.60%
2025-02-28,TH,1073,54.71%,33.36%,20.97%,15.94%,13.23%,12.49%,5.22%,2.70%,22.83%,51.79%,41.79%,37.43%,60.99%
2025-02-28,VN,210,54.76%,36.19%,27.14%,21.43%,22.38%,17.14%,10.48%,6.19%,31.30%,59.09%,61.11%,47.37%,66.09%
2025-03-01,BR,995,36.98%,21.61%,17.59%,12.46%,7.64%,7.94%,4.02%,2.41%,21.47%,60.00%,50.63%,36.74%,58.42%
2025-03-01,ID,1915,45.90%,28.41%,19.58%,16.34%,13.16%,11.85%,7.73%,5.07%,25.82%,65.54%,65.20%,41.73%,61.89%
2025-03-01,MX,322,39.44%,25.47%,19.88%,14.91%,14.60%,16.77%,6.83%,5.28%,42.52%,77.27%,40.74%,65.85%,64.57%
2025-03-01,TH,1752,48.52%,26.14%,18.26%,14.78%,10.05%,9.13%,3.88%,2.63%,18.82%,67.65%,42.50%,34.93%,53.88%
2025-03-01,VN,332,41.57%,26.81%,20.18%,15.66%,13.86%,12.65%,7.23%,3.31%,30.43%,45.83%,57.14%,47.19%,64.49%
2025-03-02,BR,1113,36.75%,21.92%,15.45%,12.22%,10.51%,10.60%,4.49%,1.62%,28.85%,36.00%,42.37%,48.36%,59.66%
2025-03-02,ID,1724,44.14%,28.42%,20.82%,15.95%,14.50%,13.81%,7.77%,4.58%,31.27%,58.96%,56.30%,48.57%,64.39%
2025-03-02,MX,347,37.18%,23.63%,19.88%,16.14%,17.00%,16.71%,7.20%,2.88%,44.96%,40.00%,43.10%,70.73%,63.57%
2025-03-02,TH,1632,41.42%,26.84%,19.85%,14.71%,11.27%,12.07%,4.17%,1.78%,29.14%,42.65%,34.52%,44.98%,64.79%
2025-03-02,VN,366,43.99%,30.33%,25.68%,16.94%,17.49%,15.30%,9.02%,3.55%,34.78%,39.39%,58.93%,50.45%,68.94%
2025-03-03,BR,987,35.16%,20.26%,15.60%,11.75%,11.14%,10.44%,6.08%,1.42%,29.68%,23.33%,58.25%,51.50%,57.64%
2025-03-03,ID,2171,49.47%,28.56%,19.94%,16.40%,12.57%,12.02%,6.68%,4.10%,24.30%,61.38%,55.56%,42.10%,57.73%
2025-03-03,MX,253,36.36%,24.11%,22.92%,16.21%,15.02%,13.83%,6.72%,2.77%,38.04%,41.18%,48.57%,57.38%,66.30%
2025-03-03,TH,1376,46.95%,27.62%,20.28%,15.48%,13.88%,9.16%,5.31%,1.53%,19.50%,28.77%,57.94%,33.16%,58.82%
2025-03-03,VN,234,52.14%,30.77%,26.07%,20.94%,14.96%,13.25%,5.98%,2.14%,25.41%,35.71%,45.16%,43.06%,59.02%
2025-03-04,BR,1065,33.62%,21.22%,14.46%,13.05%,10.80%,8.17%,3.10%,1.78%,24.30%,57.58%,37.93%,38.50%,63.13%
2025-03-04,ID,6793,44.43%,24.30%,16.36%,12.76%,9.76%,7.67%,3.75%,2.11%,17.26%,56.08%,48.94%,31.56%,54.71%
2025-03-04,MX,259,40.15%,28.19%,22.39%,19.69%,16.22%,14.29%,6.18%,5.41%,35.58%,87.50%,43.24%,50.68%,70.19%
2025-03-04,TH,1450,47.10%,28.48%,20.90%,17.52%,12.76%,8.76%,4.21%,1.79%,18.59%,42.62%,48.03%,30.75%,60.47%
2025-03-04,VN,225,52.44%,32.44%,30.22%,21.78%,19.56%,15.56%,7.11%,4.44%,29.66%,62.50%,45.71%,47.95%,61.86%
2025-03-05,BR,898,34.74%,21.05%,15.92%,15.70%,10.02%,10.02%,4.45%,1.78%,28.85%,40.00%,44.44%,47.62%,60.58%
2025-03-05,ID,6120,40.83%,23.71%,16.85%,12.32%,8.84%,6.98%,3.77%,1.98%,17.09%,52.38%,54.10%,29.43%,58.06%
2025-03-05,MX,269,42.75%,30.86%,22.30%,16.36%,13.38%,13.75%,6.32%,4.83%,32.17%,76.47%,45.95%,44.58%,72.17%
2025-03-05,TH,1433,46.69%,30.91%,23.38%,16.75%,11.72%,10.75%,6.00%,2.09%,23.02%,34.88%,55.84%,34.76%,66.22%
2025-03-05,VN,194,50.00%,28.87%,20.62%,15.46%,11.86%,13.92%,7.22%,4.64%,27.84%,64.29%,51.85%,48.21%,57.73%
2025-03-06,BR,795,35.35%,23.90%,15.35%,12.83%,10.19%,8.93%,4.40%,1.26%,25.27%,28.57%,49.30%,37.37%,67.62%
2025-03-06,ID,5096,43.49%,26.06%,17.84%,12.11%,9.81%,7.85%,4.57%,2.00%,18.05%,43.78%,58.25%,30.12%,59.93%
2025-03-06,MX,244,35.66%,23.77%,17.62%,13.11%,11.07%,8.61%,6.56%,0.82%,24.14%,12.50%,76.19%,36.21%,66.67%
2025-03-06,TH,1378,48.04%,30.99%,22.64%,14.80%,13.06%,11.47%,4.86%,2.10%,23.87%,43.28%,42.41%,37.00%,64.50%
2025-03-06,VN,239,40.59%,28.03%,21.76%,19.67%,20.92%,15.06%,8.37%,4.60%,37.11%,55.00%,55.56%,53.73%,69.07%
2025-03-07,BR,788,36.42%,23.35%,16.12%,12.31%,10.91%,11.29%,4.06%,2.16%,31.01%,53.12%,35.96%,48.37%,64.11%
2025-03-07,ID,4246,42.60%,25.44%,16.18%,12.79%,10.13%,8.22%,4.45%,1.93%,19.29%,43.39%,54.15%,32.31%,59.70%
2025-03-07,MX,278,34.53%,22.30%,16.91%,11.51%,13.67%,11.51%,5.76%,2.88%,33.33%,50.00%,50.00%,51.61%,64.58%
2025-03-07,TH,2125,52.47%,31.76%,22.02%,17.46%,13.69%,12.52%,5.93%,2.59%,23.86%,43.65%,47.37%,39.41%,60.54%
2025-03-07,VN,252,46.83%,30.95%,25.00%,19.05%,13.49%,15.08%,8.73%,3.57%,32.20%,40.91%,57.89%,48.72%,66.10%
2025-03-08,BR,928,40.84%,19.61%,14.22%,11.42%,10.02%,8.41%,3.77%,2.69%,20.58%,71.43%,44.87%,42.86%,48.02%
